emp_no,title,birth_date,first_name,last_name,to_date
243930,Senior Engineer,1955-05-12,Shao,Bail,9999-01-01
243931,Senior Staff,1952-09-16,Sanjit,Miara,9999-01-01
243932,Senior Staff,1954-07-31,Divier,Castellani,9999-01-01
243933,Senior Engineer,1954-05-28,Stepehn,Kabayashi,9999-01-01
243936,Engineer,1954-12-22,Shaz,Schnelling,9999-01-01
243939,Staff,1952-07-17,Nahla,Alblas,9999-01-01
243942,Senior Staff,1952-12-19,Gor,Chimia,9999-01-01
243943,Senior Staff,1955-06-20,Mokhtar,Tokunaga,9999-01-01
243948,Engineer,1955-09-04,Macha,Ducloy,9999-01-01
243950,Senior Engineer,1952-02-19,Lidong,Argence,9999-01-01
243952,Senior Staff,1953-07-04,Xiong,Farrar,9999-01-01
243958,Technique Leader,1955-05-17,Dipayan,Leuchs,9999-01-01
243959,Staff,1954-12-26,Macha,Erdi,9999-01-01
243965,Staff,1955-10-12,Jaber,Azadmanesh,9999-01-01
243973,Senior Staff,1952-12-09,Georgi,Raczkowsky,9999-01-01
243980,Senior Staff,1953-03-25,Kazuhiro,Rosay,9999-01-01
243981,Senior Engineer,1954-03-27,Dipankar,Encarnacion,9999-01-01
243986,Senior Engineer,1953-02-21,Hisao,Gide,9999-01-01
243987,Senior Engineer,1952-10-18,Genki,Gyorkos,9999-01-01
244007,Senior Engineer,1955-12-19,Neelam,Flowers,9999-01-01
244012,Senior Staff,1955-10-28,Rosalyn,Dechter,9999-01-01
244016,Staff,1953-10-05,Irena,Bennis,9999-01-01
244019,Senior Staff,1953-10-11,Syozo,Fujisaki,9999-01-01
244021,Senior Staff,1953-01-01,Sungwon,Taubenfeld,9999-01-01
244026,Staff,1953-05-11,Elvis,Brodal,9999-01-01
244028,Senior Staff,1954-12-03,Zita,Guenter,9999-01-01
244034,Senior Engineer,1952-10-26,Sailaja,Dehkordi,9999-01-01
244039,Engineer,1952-12-28,Zongyan,Adachi,9999-01-01
244042,Staff,1954-04-17,Tran,Rijsenbrij,9999-01-01
244055,Senior Engineer,1953-02-14,Nevin,Nyanchama,9999-01-01
244056,Senior Staff,1953-05-16,Yefim,Litzkow,9999-01-01
244060,Senior Staff,1952-09-10,Dietrich,Bazelow,9999-01-01
244062,Engineer,1954-10-14,Aron,Perry,9999-01-01
244064,Senior Staff,1954-09-06,Yuqun,Pargas,9999-01-01
244065,Staff,1952-07-11,Rutger,Georg,9999-01-01
244069,Senior Staff,1955-02-22,Odoardo,Eickenmeyer,9999-01-01
244072,Senior Staff,1955-03-24,Chiranjit,Demke,9999-01-01
244073,Assistant Engineer,1954-02-16,Rasiah,Sudbeck,9999-01-01
244077,Senior Engineer,1955-11-10,Jacqueline,Rusterholz,9999-01-01
244078,Senior Engineer,1954-04-18,Gurbir,Alblas,9999-01-01
244081,Senior Staff,1954-04-21,Heping,Lovengreen,9999-01-01
244083,Senior Staff,1954-12-27,Sailaja,Oaver,9999-01-01
244085,Senior Staff,1955-03-06,Bernardo,Paludetto,9999-01-01
244086,Senior Engineer,1955-05-29,Nitsan,Hiroyama,9999-01-01
244090,Senior Engineer,1955-08-05,Sreekrishna,Bain,9999-01-01
244091,Senior Engineer,1953-09-28,Faiza,Attimonelli,9999-01-01
244094,Senior Staff,1953-10-07,Giordano,Ponthieu,9999-01-01
244097,Senior Engineer,1955-01-05,Xuejun,Isaac,9999-01-01
244099,Staff,1955-08-23,Kwun,Bednarek,9999-01-01
244105,Staff,1954-06-10,Moon,Rattan,9999-01-01
244113,Senior Engineer,1955-09-11,Navin,Terwilliger,9999-01-01
244117,Senior Engineer,1953-12-31,Dung,Chiodo,9999-01-01
244130,Staff,1955-01-27,Mingzeng,Swab,9999-01-01
244133,Senior Engineer,1955-01-09,Augustine,Taubenfeld,9999-01-01
244134,Engineer,1955-10-18,Aleksander,Sabnani,9999-01-01
244137,Engineer,1954-11-08,Toshiko,Sichman,9999-01-01
244138,Senior Engineer,1954-06-08,Marsja,Kumaresan,9999-01-01
244145,Engineer,1954-03-31,Kwangyoen,Talmon,9999-01-01
244148,Senior Staff,1953-07-18,Chikako,Heusch,9999-01-01
244172,Technique Leader,1955-04-10,Karoline,Thibadeau,9999-01-01
244177,Staff,1955-09-20,Tzu,Champarnaud,9999-01-01
244187,Senior Engineer,1952-03-31,Gregory,Peng,9999-01-01
244188,Staff,1952-05-26,Yuping,Lanteri,9999-01-01
244189,Technique Leader,1954-03-19,Manton,Luga,9999-01-01
244196,Senior Engineer,1952-07-13,Leon,Flowers,9999-01-01
244204,Senior Engineer,1952-11-01,Masato,Prenel,9999-01-01
244205,Senior Staff,1952-05-20,Conor,Hofting,9999-01-01
244224,Assistant Engineer,1955-08-05,Guther,Schaaf,9999-01-01
244229,Senior Engineer,1954-10-04,Kristina,Melichar,9999-01-01
244236,Staff,1955-04-27,Reinhard,Weisert,9999-01-01
244248,Senior Engineer,1952-12-15,Weiwu,Halevi,9999-01-01
244249,Senior Staff,1952-04-13,Yifei,Schach,9999-01-01
244252,Senior Staff,1953-08-21,Jeane,Sankaranarayanan,9999-01-01
244253,Senior Engineer,1953-05-26,Akeno,Dayana,9999-01-01
244258,Senior Engineer,1955-02-19,Lorien,Greibach,9999-01-01
244260,Senior Staff,1952-11-23,Sangeeta,Mandelberg,9999-01-01
244265,Technique Leader,1952-02-02,Pantung,Halevi,9999-01-01
244269,Senior Staff,1954-02-18,Eldridge,Lortz,9999-01-01
244271,Engineer,1952-07-27,Shawna,Sundgren,9999-01-01
244273,Senior Engineer,1952-06-07,Fei,Raoux,9999-01-01
244279,Senior Staff,1953-08-19,DeForest,Claffy,9999-01-01
244280,Engineer,1954-02-19,Miyeon,Jiang,9999-01-01
244283,Senior Staff,1953-04-10,Inderjeet,Manderick,9999-01-01
244286,Senior Staff,1954-08-26,Manohar,Pettit,9999-01-01
244290,Staff,1952-12-15,Mari,Gammage,9999-01-01
244291,Technique Leader,1954-09-05,Panayotis,Perly,9999-01-01
244292,Senior Staff,1952-12-08,Khedija,Anick,9999-01-01
244297,Senior Engineer,1955-04-16,Nadjib,Himler,9999-01-01
244300,Staff,1955-01-15,Saeko,Ferretti,9999-01-01
244303,Senior Staff,1954-04-28,Gully,Gurbaxani,9999-01-01
244311,Senior Engineer,1955-10-19,Mingdong,Panienski,9999-01-01
244319,Senior Engineer,1953-11-30,Takahito,Demos,9999-01-01
244323,Senior Staff,1954-01-10,Zhongwei,Emmerich,9999-01-01
244329,Senior Engineer,1952-09-08,Nobuyoshi,Stentiford,9999-01-01
244338,Senior Staff,1952-04-19,Chuanti,Swick,9999-01-01
244340,Staff,1955-10-16,Yaghout,Zultner,9999-01-01
244341,Senior Staff,1954-07-19,Frazer,Muchinsky,9999-01-01
244356,Assistant Engineer,1952-07-08,Masaru,Zolotykh,9999-01-01
244359,Senior Staff,1953-04-16,Maria,McAffer,9999-01-01
244360,Senior Engineer,1955-02-19,Mountaz,Swiler,9999-01-01
244361,Senior Staff,1952-09-28,Shuzo,Flasterstein,9999-01-01
244363,Senior Staff,1952-04-24,Xiaoqiu,Jenevein,9999-01-01
244366,Technique Leader,1952-10-28,Carrsten,Carrera,9999-01-01
244369,Senior Engineer,1954-11-12,Teiji,Penttonen,9999-01-01
244374,Engineer,1952-10-19,Valeri,Nooteboom,9999-01-01
244383,Assistant Engineer,1954-06-16,Satoru,Vingron,9999-01-01
244390,Senior Engineer,1954-03-03,Krassimir,Oskamp,9999-01-01
244395,Senior Engineer,1953-04-11,Oldrich,McConalogue,9999-01-01
244402,Senior Staff,1953-09-01,Xinan,Godskesen,9999-01-01
244403,Senior Staff,1953-04-25,Weiwu,Heusch,9999-01-01
244404,Engineer,1955-08-02,Navid,Cronan,9999-01-01
244421,Senior Engineer,1952-07-25,Annemarie,Mitina,9999-01-01
244425,Senior Engineer,1955-08-12,Tonny,Serna,9999-01-01
244430,Engineer,1953-01-09,Baoqiu,Atchley,9999-01-01
244437,Senior Engineer,1953-02-16,Yinlin,Rikino,9999-01-01
244439,Senior Engineer,1954-08-20,Shietung,Murtagh,9999-01-01
244454,Senior Staff,1954-12-06,Akeno,Morrow,9999-01-01
244455,Senior Staff,1952-12-31,Moheb,Khalil,9999-01-01
244457,Senior Engineer,1953-05-22,Nobuyoshi,Gargeya,9999-01-01
244461,Senior Engineer,1955-07-04,Mingsen,Besselaar,9999-01-01
244462,Senior Staff,1955-01-30,Rafael,Heystek,9999-01-01
244467,Senior Engineer,1954-12-05,Shigeichiro,Nannarelli,9999-01-01
244471,Senior Staff,1953-04-09,Adit,Kusakari,9999-01-01
244473,Senior Staff,1952-09-23,Suebskul,Ritcey,9999-01-01
244478,Senior Engineer,1952-05-08,Kensyu,Polupanov,9999-01-01
244481,Senior Staff,1954-12-08,Stepehn,Masand,9999-01-01
244502,Senior Engineer,1952-09-09,Aksel,Garigliano,9999-01-01
244503,Staff,1955-12-07,Candido,Beerel,9999-01-01
244512,Senior Engineer,1952-11-19,Supot,Kawashima,9999-01-01
244517,Engineer,1953-04-05,Eberhardt,Decleir,9999-01-01
244523,Senior Engineer,1954-11-03,Filipp,Pollock,9999-01-01
244524,Senior Engineer,1954-08-03,Mabhin,Monarch,9999-01-01
244534,Senior Staff,1953-03-15,Hirochika,Hiltgen,9999-01-01
244537,Senior Engineer,1952-05-20,Otilia,Pargas,9999-01-01
244539,Senior Engineer,1953-10-28,Aloys,Jumpertz,9999-01-01
244541,Senior Staff,1952-04-15,Djenana,Zedlitz,9999-01-01
244546,Senior Staff,1954-04-28,Badri,Asmuth,9999-01-01
244548,Senior Engineer,1953-08-15,Xiaocheng,Swan,9999-01-01
244556,Senior Engineer,1955-12-22,Nadjib,Conte,9999-01-01
244562,Senior Staff,1953-09-14,Eldridge,Muhling,9999-01-01
244566,Senior Engineer,1955-02-28,Jacopo,Soloway,9999-01-01
244576,Staff,1953-01-17,Xinan,Chvatal,9999-01-01
244579,Senior Engineer,1955-02-06,Sasan,Zhiwei,9999-01-01
244583,Engineer,1953-06-28,Tran,Greibach,9999-01-01
244589,Assistant Engineer,1955-09-27,Rasiah,Stamatiou,9999-01-01
244590,Technique Leader,1952-06-05,Takanari,Azadmanesh,9999-01-01
244591,Senior Staff,1955-05-13,Akemi,Sambasivam,9999-01-01
244594,Senior Engineer,1953-06-12,Rosita,Reinhard,9999-01-01
244603,Senior Engineer,1954-05-05,Yuichiro,Naudin,9999-01-01
244607,Senior Staff,1953-07-27,Manton,Fetvedt,9999-01-01
244611,Senior Staff,1952-12-31,Rosine,Stranks,9999-01-01
244614,Technique Leader,1955-11-18,Vasilis,Matzel,9999-01-01
244615,Engineer,1952-02-06,Sukumar,Kaiserswerth,9999-01-01
244617,Senior Staff,1955-06-24,Itzchak,Swen,9999-01-01
244619,Senior Engineer,1952-04-22,Suvo,Sabnani,9999-01-01
244626,Senior Engineer,1954-01-05,Rance,Kaminger,9999-01-01
244630,Senior Staff,1953-06-28,Supot,Range,9999-01-01
244638,Senior Engineer,1952-12-12,Takahira,Ghazalie,9999-01-01
244646,Senior Staff,1954-09-04,Jaques,Orlowski,9999-01-01
244649,Senior Engineer,1953-06-26,Yannik,Furedi,9999-01-01
244652,Senior Engineer,1954-10-03,Tzu,Coombs,9999-01-01
244653,Senior Staff,1953-08-23,Brigham,Spieker,9999-01-01
244654,Senior Engineer,1954-12-07,Suzette,Katiyar,9999-01-01
244661,Senior Engineer,1955-11-02,Idoia,Parfitt,9999-01-01
244662,Staff,1953-09-07,Oddvar,Falco,9999-01-01
244664,Senior Engineer,1952-04-12,Hatim,Sgarro,9999-01-01
244667,Staff,1955-08-12,Zhaofang,Erva,9999-01-01
244671,Engineer,1953-01-09,Chanjung,Staudhammer,9999-01-01
244673,Senior Engineer,1952-09-07,Kokou,Antonakopoulos,9999-01-01
244675,Engineer,1955-04-20,Aloys,Barreiro,9999-01-01
244677,Senior Engineer,1954-05-20,Gift,Ruther,9999-01-01
244686,Senior Staff,1953-07-10,Utz,Pietrzykowski,9999-01-01
244688,Senior Engineer,1955-10-20,Heon,Ponthieu,9999-01-01
244705,Senior Staff,1952-02-14,Maha,Guerreiro,9999-01-01
244709,Staff,1954-12-30,Masato,Wendorf,9999-01-01
244715,Engineer,1954-01-26,Tremaine,Provine,9999-01-01
244731,Senior Engineer,1954-04-16,Paloma,Krichel,9999-01-01
244737,Senior Staff,1955-03-29,Kazuyasu,Spataro,9999-01-01
244742,Senior Engineer,1955-10-29,Owen,Dahlbom,9999-01-01
244744,Staff,1955-10-06,Nitsan,Srimani,9999-01-01
244746,Senior Staff,1955-07-20,Arvin,Chaudhuri,9999-01-01
244748,Senior Engineer,1952-10-14,Kersti,Chimia,9999-01-01
244750,Technique Leader,1955-07-16,Gaurav,Kamble,9999-01-01
244753,Senior Engineer,1953-07-25,Xumin,Lanteri,9999-01-01
244757,Senior Engineer,1954-03-13,Christoper,Hiroyama,9999-01-01
244759,Staff,1953-06-11,Maia,Asmuth,9999-01-01
244766,Senior Engineer,1953-02-24,Taizo,Kaltofen,9999-01-01
244773,Senior Engineer,1952-11-12,Mingdong,Zaiane,9999-01-01
244780,Engineer,1955-08-25,Domenico,Itzfeldt,9999-01-01
244783,Senior Engineer,1953-01-11,Roddy,Pollock,9999-01-01
244784,Senior Staff,1952-11-13,Aris,Matzen,9999-01-01
244787,Senior Staff,1954-06-07,Rosalyn,Talmor,9999-01-01
244791,Senior Staff,1954-06-06,Kauko,Olivero,9999-01-01
244801,Senior Engineer,1955-05-02,Bodo,Menyhert,9999-01-01
244813,Engineer,1954-10-06,Rimli,Poupard,9999-01-01
244815,Engineer,1954-12-02,Remko,Streit,9999-01-01
244819,Senior Engineer,1955-08-30,Marl,Brizzi,9999-01-01
244824,Senior Engineer,1953-01-10,Yannis,Noriega,9999-01-01
244831,Senior Staff,1953-02-15,Abdelwaheb,Mitchem,9999-01-01
244836,Senior Engineer,1952-12-13,Tianruo,Cairo,9999-01-01
244853,Staff,1953-01-09,Florina,Picaronny,9999-01-01
244860,Engineer,1955-04-18,Florina,Salverda,9999-01-01
244863,Senior Staff,1953-09-28,Mohit,Peres,9999-01-01
244865,Engineer,1954-05-21,Moto,Mamelak,9999-01-01
244877,Senior Engineer,1954-07-02,Jinxi,Montemayor,9999-01-01
244878,Senior Engineer,1954-02-25,Denny,Syrotiuk,9999-01-01
244880,Senior Engineer,1954-04-07,Zhonghua,Garnick,9999-01-01
244882,Senior Staff,1955-01-31,Mingdong,Luft,9999-01-01
244884,Senior Staff,1953-05-25,Yinghua,Mapelli,9999-01-01
244896,Senior Staff,1953-05-24,Etsuo,Angiulli,9999-01-01
244897,Senior Staff,1955-11-02,Hiroyasu,Suomi,9999-01-01
244898,Senior Staff,1954-02-26,Shawna,Jervis,9999-01-01
244899,Senior Staff,1955-01-02,Bezalel,Plump,9999-01-01
244906,Senior Staff,1953-01-25,Tremaine,Imataki,9999-01-01
244911,Staff,1955-07-04,Xudong,Sanella,9999-01-01
244921,Staff,1954-07-27,Tru,Berendt,9999-01-01
244925,Senior Engineer,1953-08-14,Toshiki,Naumovich,9999-01-01
244936,Senior Engineer,1952-03-02,Vasilis,Delgrande,9999-01-01
244940,Senior Staff,1952-04-28,Yurij,Zastre,9999-01-01
244944,Senior Engineer,1953-04-11,Trygve,Feldhoffer,9999-01-01
244946,Senior Engineer,1955-12-30,Abdelghani,Lubachevsky,9999-01-01
244948,Senior Engineer,1954-10-14,Marsha,Masand,9999-01-01
244950,Senior Staff,1954-04-22,Sreekrishna,Iwayama,9999-01-01
244955,Staff,1953-10-17,Willard,Ranst,9999-01-01
244958,Senior Engineer,1952-04-29,Maja,Merks,9999-01-01
244959,Technique Leader,1953-08-11,Jordanka,Feldhoffer,9999-01-01
244964,Senior Staff,1954-07-11,Aram,Hasenauer,9999-01-01
244971,Senior Staff,1955-05-25,Stabislas,Mansanne,9999-01-01
244975,Engineer,1952-12-27,Huei,Famili,9999-01-01
244978,Senior Staff,1953-09-01,Kiyotoshi,Silva,9999-01-01
244982,Senior Engineer,1953-08-21,Sajjad,Wolniewicz,9999-01-01
244994,Senior Staff,1954-10-01,Mingsen,Lambe,9999-01-01
245010,Senior Engineer,1955-05-04,Xiaoheng,Kabayashi,9999-01-01
245011,Senior Engineer,1953-08-10,Mart,Cronau,9999-01-01
245019,Senior Staff,1954-09-03,Maia,Kruskal,9999-01-01
245021,Senior Engineer,1952-02-16,Zita,Imataki,9999-01-01
245022,Senior Staff,1955-12-15,Gen,Xiaoshan,9999-01-01
245023,Staff,1954-10-07,Mari,Mersereau,9999-01-01
245026,Engineer,1953-06-08,Ymte,Stanger,9999-01-01
245030,Assistant Engineer,1952-04-15,Gully,Osgood,9999-01-01
245032,Senior Engineer,1955-11-13,Fumiko,Skogmar,9999-01-01
245035,Staff,1955-01-19,Gor,Kriebel,9999-01-01
245044,Staff,1952-07-21,Ulf,Shokrollahi,9999-01-01
245051,Senior Staff,1954-09-24,Taiji,Slaats,9999-01-01
245052,Senior Staff,1954-02-18,Martina,Gruenwald,9999-01-01
245054,Staff,1953-03-28,Sanjai,Smeets,9999-01-01
245056,Engineer,1952-03-24,Guoxiang,Leslie,9999-01-01
245059,Engineer,1952-12-17,Nahid,Kaelbling,9999-01-01
245062,Technique Leader,1955-04-21,Jayesh,Cyne,9999-01-01
245064,Senior Engineer,1954-10-23,Achilleas,Dayana,9999-01-01
245065,Senior Staff,1955-01-28,Ioana,Rosar,9999-01-01
245068,Staff,1954-02-05,Shrikanth,Birnbaum,9999-01-01
245069,Senior Engineer,1953-03-03,Mark,Bennis,9999-01-01
245080,Senior Engineer,1954-01-29,Mari,Herber,9999-01-01
245086,Senior Engineer,1955-10-09,Lucian,Haumacher,9999-01-01
245096,Senior Engineer,1952-10-24,Xiadong,Azumi,9999-01-01
245109,Senior Engineer,1952-09-21,Baocai,Janocha,9999-01-01
245112,Senior Engineer,1955-11-27,Val,Naudin,9999-01-01
245113,Engineer,1952-09-04,Goetz,Rosaz,9999-01-01
245114,Senior Engineer,1952-02-16,Matt,Demeyer,9999-01-01
245117,Senior Engineer,1954-12-04,Sedat,Azevdeo,9999-01-01
245120,Senior Staff,1952-04-15,Paris,Harnett,9999-01-01
245122,Staff,1953-02-08,Claudi,Lorcy,9999-01-01
245132,Technique Leader,1952-05-14,Gaetan,Hiroyama,9999-01-01
245139,Staff,1953-05-24,Selwyn,Smailagic,9999-01-01
245147,Senior Engineer,1953-10-13,Fen,Stamatiou,9999-01-01
245149,Engineer,1953-11-12,Debaprosad,Akazan,9999-01-01
245157,Engineer,1952-11-30,Fay,Badr,9999-01-01
245166,Senior Staff,1953-04-09,Mohammed,Verhoeff,9999-01-01
245167,Engineer,1954-11-10,Erez,Lorin,9999-01-01
245172,Senior Engineer,1954-12-24,Moss,Pramanik,9999-01-01
245180,Senior Staff,1953-10-30,Zorica,Hoppenstand,9999-01-01
245181,Senior Staff,1955-05-28,Kokou,Holburn,9999-01-01
245182,Senior Engineer,1952-12-05,Arup,Perfilyeva,9999-01-01
245183,Staff,1952-12-16,Spyrose,Macedo,9999-01-01
245186,Senior Staff,1954-05-13,Marlo,Trelles,9999-01-01
245187,Staff,1954-09-11,Pantung,Falby,9999-01-01
245196,Senior Staff,1954-09-14,Randi,Chartres,9999-01-01
245202,Senior Staff,1952-12-23,Toshimori,Munro,9999-01-01
245203,Engineer,1952-04-18,Kenroku,Hiroyama,9999-01-01
245206,Engineer,1953-12-27,Hugh,Back,9999-01-01
245207,Senior Staff,1954-09-07,Leandro,Kalsbeek,9999-01-01
245210,Staff,1955-12-18,Matt,Frijda,9999-01-01
245225,Engineer,1952-02-06,Uta,Monkewich,9999-01-01
245237,Senior Staff,1952-11-18,Hisao,Leivant,9999-01-01
245240,Senior Staff,1955-02-26,Van,Danley,9999-01-01
245249,Senior Engineer,1955-01-31,Kazuhira,Gihr,9999-01-01
245250,Senior Staff,1954-05-11,Taiji,Ventosa,9999-01-01
245252,Senior Engineer,1954-10-19,Phuoc,Brizzi,9999-01-01
245257,Senior Engineer,1955-12-16,Bernardo,Schiper,9999-01-01
245258,Senior Staff,1955-10-10,Arra,Erol,9999-01-01
245263,Senior Staff,1952-12-08,Toshimitsu,Marchesini,9999-01-01
245264,Senior Staff,1953-10-14,Make,Streng,9999-01-01
245267,Engineer,1955-06-24,Bartek,Flasterstein,9999-01-01
245268,Engineer,1953-12-19,Billie,Caine,9999-01-01
245273,Engineer,1954-02-15,Tianruo,Encarnacion,9999-01-01
245280,Senior Staff,1952-08-10,Kristen,Bale,9999-01-01
245282,Senior Engineer,1954-08-31,Tokuyasu,Szemeredi,9999-01-01
245283,Technique Leader,1955-09-11,Arra,Murtafg,9999-01-01
245284,Senior Staff,1953-08-14,Elliott,Maliniak,9999-01-01
245290,Senior Engineer,1954-10-04,Guther,Hofmeyr,9999-01-01
245291,Senior Engineer,1954-03-24,Sachem,Srimani,9999-01-01
245292,Senior Engineer,1953-10-30,Nikolaos,Yurek,9999-01-01
245293,Senior Engineer,1953-06-09,Heping,Segond,9999-01-01
245301,Senior Staff,1952-03-15,Wonhee,Uhrig,9999-01-01
245305,Engineer,1955-09-22,Guenter,Laventhal,9999-01-01
245306,Senior Staff,1953-02-02,Huai,Yoshimura,9999-01-01
245312,Staff,1952-08-12,Shir,Krupka,9999-01-01
245313,Senior Engineer,1953-10-19,Kwangjo,Crouzet,9999-01-01
245317,Engineer,1953-07-09,Gonzalo,Gerlach,9999-01-01
245319,Senior Engineer,1952-12-25,Bodo,Mersereau,9999-01-01
245320,Senior Engineer,1953-08-19,Yishay,Hanabata,9999-01-01
245324,Senior Staff,1955-06-15,Phuoc,Gulak,9999-01-01
245326,Senior Engineer,1953-03-30,Sajjan,Magalhaes,9999-01-01
245327,Engineer,1952-05-14,Gritta,Morrin,9999-01-01
245334,Engineer,1955-03-31,Vasiliy,Zuberek,9999-01-01
245338,Technique Leader,1952-05-13,Faiza,Piazza,9999-01-01
245347,Engineer,1954-04-22,Alain,Cooman,9999-01-01
245349,Senior Engineer,1952-08-21,Xiaocheng,Falck,9999-01-01
245350,Technique Leader,1955-10-29,Tadanori,Greibach,9999-01-01
245352,Senior Staff,1953-08-05,Randi,Mattern,9999-01-01
245355,Technique Leader,1952-04-20,Zhaofang,Danley,9999-01-01
245362,Senior Engineer,1952-08-25,Owen,Klassen,9999-01-01
245363,Senior Staff,1955-12-04,Ewing,Pollock,9999-01-01
245366,Senior Engineer,1953-12-03,Sachar,Rodier,9999-01-01
245368,Technique Leader,1955-08-19,Jamaludin,Syang,9999-01-01
245370,Staff,1953-01-17,Kwangsub,Kadhim,9999-01-01
245373,Senior Engineer,1955-08-10,Sivanarayana,Spell,9999-01-01
245377,Senior Engineer,1954-09-15,Khun,Ventosa,9999-01-01
245379,Senior Staff,1955-11-19,Zissis,Melton,9999-01-01
245381,Senior Staff,1952-11-18,Krister,Cromarty,9999-01-01
245384,Senior Engineer,1953-06-16,Lene,Andreotta,9999-01-01
245385,Senior Engineer,1954-11-02,Arvind,Michaeli,9999-01-01
245391,Senior Engineer,1952-08-15,Jingling,Ushiama,9999-01-01
245398,Engineer,1955-01-22,Kazuhisa,Berstel,9999-01-01
245402,Senior Staff,1952-03-11,Dinkar,Kropp,9999-01-01
245404,Staff,1953-09-25,Goetz,Staylopatis,9999-01-01
245415,Senior Engineer,1953-06-17,Kasidit,Leuchs,9999-01-01
245416,Senior Engineer,1952-03-17,Mohammad,Junet,9999-01-01
245424,Senior Engineer,1955-07-01,Magy,Bridgland,9999-01-01
245425,Senior Staff,1953-12-01,Licheng,Schieder,9999-01-01
245430,Senior Staff,1953-02-02,Roselyn,Granlund,9999-01-01
245434,Senior Engineer,1952-12-28,Narain,Gulla,9999-01-01
245438,Assistant Engineer,1955-10-21,Yinghua,Gustavson,9999-01-01
245439,Engineer,1954-05-26,Shaowen,Garnham,9999-01-01
245444,Senior Staff,1954-11-19,Moie,Mattern,9999-01-01
245448,Engineer,1955-02-04,Idoia,Benaini,9999-01-01
245450,Senior Engineer,1954-04-05,Jaques,Vecchio,9999-01-01
245463,Senior Staff,1953-06-20,Chenye,Rajcani,9999-01-01
245471,Senior Engineer,1955-08-01,Karoline,Matzel,9999-01-01
245474,Senior Engineer,1952-07-15,Brewster,Matheson,9999-01-01
245483,Senior Staff,1955-09-15,Radoslaw,Senzako,9999-01-01
245490,Senior Engineer,1953-02-23,Radhika,Picco,9999-01-01
245491,Senior Engineer,1952-11-04,Tzu,Krychniak,9999-01-01
245492,Staff,1954-02-27,Angus,Schlumberger,9999-01-01
245493,Senior Staff,1954-08-22,Mechthild,Kirkerud,9999-01-01
245496,Staff,1955-02-10,Lubomir,Trelles,9999-01-01
245497,Senior Staff,1953-08-02,Sastry,Cooman,9999-01-01
245503,Senior Engineer,1953-11-29,Lakshmi,Narahara,9999-01-01
245510,Staff,1954-06-26,Jianhao,Hanratty,9999-01-01
245517,Senior Engineer,1955-06-16,Keiichiro,Koshiba,9999-01-01
245518,Senior Engineer,1954-12-08,Yoshinari,Goodrum,9999-01-01
245527,Senior Engineer,1954-04-02,Falguni,Nourani,9999-01-01
245528,Staff,1955-07-05,Kristinn,Baumann,9999-01-01
245529,Senior Engineer,1954-10-03,Uno,Merey,9999-01-01
245530,Senior Engineer,1955-08-04,Mayuko,Poulakidas,9999-01-01
245535,Technique Leader,1955-05-24,Xinan,Reeken,9999-01-01
245537,Senior Engineer,1952-04-22,Uri,Broomell,9999-01-01
245538,Senior Staff,1954-01-21,Xuedong,Keirsey,9999-01-01
245540,Senior Engineer,1954-08-07,Oscal,Bresenham,9999-01-01
245542,Senior Staff,1952-04-19,Huican,Perly,9999-01-01
245546,Senior Staff,1953-09-30,Hailing,Nastansky,9999-01-01
245550,Engineer,1952-11-24,Mang,Pezzoli,9999-01-01
245561,Senior Staff,1954-02-13,Peternela,Bottner,9999-01-01
245565,Senior Staff,1955-11-13,Basant,Yeung,9999-01-01
245567,Senior Staff,1955-07-17,Khaled,Anguita,9999-01-01
245569,Senior Staff,1952-11-10,Kwee,Linares,9999-01-01
245580,Senior Staff,1954-12-15,Mohamadou,Kossowski,9999-01-01
245585,Senior Staff,1952-04-16,Shrikanth,Bellmore,9999-01-01
245586,Senior Staff,1952-05-13,Zongyan,Isard,9999-01-01
245587,Senior Staff,1955-07-26,Yuuichi,Badr,9999-01-01
245590,Senior Engineer,1955-03-25,Doowon,Honglei,9999-01-01
245593,Senior Staff,1952-11-04,Shigeu,Perez,9999-01-01
245598,Senior Staff,1953-04-07,Takanari,Remmers,9999-01-01
245601,Senior Engineer,1953-12-07,Aruna,Cmelik,9999-01-01
245611,Senior Staff,1953-08-10,Arup,Randi,9999-01-01
245622,Senior Engineer,1954-10-19,Sergi,Pellegrinelli,9999-01-01
245633,Senior Staff,1952-05-17,Jouni,Salinas,9999-01-01
245634,Senior Engineer,1955-01-10,Berry,Hatcliff,9999-01-01
245636,Senior Engineer,1954-11-17,Sverrir,Guting,9999-01-01
245637,Staff,1954-05-13,Roddy,Peron,9999-01-01
245642,Senior Engineer,1954-02-11,Kiyokazu,Sommer,9999-01-01
245643,Senior Staff,1952-12-27,Sastry,Hooghiemstra,9999-01-01
245645,Senior Staff,1954-10-13,Guttorm,Decaestecker,9999-01-01
245653,Senior Staff,1952-08-13,Padma,Brlek,9999-01-01
245660,Senior Staff,1955-02-04,Petter,Chiola,9999-01-01
245668,Senior Engineer,1954-11-14,Theron,Vrecion,9999-01-01
245675,Senior Staff,1955-02-21,Marit,Makinen,9999-01-01
245676,Senior Staff,1954-03-02,Zhenbing,Shumilov,9999-01-01
245681,Senior Engineer,1952-06-30,Peer,Pelc,9999-01-01
245688,Technique Leader,1954-07-29,Mrinalini,Ambroszkiewicz,9999-01-01
